Participant,Live_With,Another_Dog,Consider_Getting_Another_Dog,MostImp1_Rec,MostImp2_Rec,MostImp3_Rec,MostImp4_Rec,MostImp5_Rec,MostImp6_Rec,MostImpT2_1_Rec,MostImpT2_2_Rec,MostImpT2_3_Rec,MostImpT2_4_Rec,MostImpT2_5_Rec,MostImpT2_6_Rec,Where_Purchased_Rec,ExpectationsMet_YesNo,ExpectationsMet_Rec,Time_Thinking_Rec,Where_Dog_Is_Now_Rec,Live_With_Time_Rec,Where_Would_You_Purchase_Rec,First,Second,Third,Fourth,Fifth,Sixth,Shelter,Breeder,Yes,appearance,breed,size,age,personality,trainability,compatibility,rank_sum
P801,1,0,1,3,4,5,6,2,7,5,4,7,2,1,6,7,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,7,5,1,2,3,4,6,28
P813,1,0,1,3,5,5,7,1,6,5,6,7,1,3,4,7,4,4,4,11,5,7,0,1,0,0,0,0,0,0,0,5,7,1,0,3,6,4,26
P830,1,0,1,3,5,6,1,2,7,5,4,6,1,2,7,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,5,1,7,2,3,6,28
P835,1,0,1,3,5,7,2,6,4,5,3,7,6,2,4,2,4,4,3,11,5,2,0,1,0,0,0,0,0,0,0,7,4,1,6,2,5,3,28
P855,1,0,1,3,5,6,7,2,1,4,1,5,6,7,2,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,6,5,1,7,2,3,4,28
P857,1,0,1,3,6,2,1,4,5,3,6,2,1,7,3,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,3,1,5,6,2,7,28
P870,1,0,1,3,5,4,2,1,7,4,5,3,7,2,1,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,5,4,1,3,2,7,6,28
P871,1,0,1,3,1,6,2,5,7,4,3,1,6,2,7,3,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,4,1,7,5,3,6,28
P883,1,0,1,3,4,5,1,2,7,5,7,4,3,6,2,2,4,4,3,11,5,2,0,1,0,0,0,0,0,0,0,4,5,1,2,3,7,6,28
P904,1,0,1,3,7,6,5,5,1,1,6,4,7,5,5,7,4,4,4,11,5,7,0,1,0,0,0,0,0,0,0,6,7,1,0,5,3,2,24
P906,1,0,1,3,5,4,1,7,2,3,5,4,1,6,2,3,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,6,1,3,2,7,5,28
P925,0,0,1,3,1,2,5,7,6,5,7,6,1,2,3,2,4,4,4,5,3,7,0,1,0,0,0,0,0,0,0,2,3,1,7,4,6,5,28
P942,1,0,1,3,1,5,2,7,6,4,6,1,5,7,3,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,4,1,7,3,6,5,28
P947,1,0,1,3,4,6,2,5,7,6,3,5,4,1,7,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,7,4,1,2,5,3,6,28
P970,1,0,1,3,6,5,1,7,2,4,5,6,1,7,3,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,6,1,7,3,2,5,28
P972,0,0,1,3,5,2,7,1,6,5,7,3,2,1,6,2,4,4,1,5,3,2,0,1,0,0,0,0,0,0,0,5,3,1,7,2,6,4,28
P1007,1,0,1,3,4,5,1,6,7,4,3,5,1,6,7,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,7,1,2,3,5,6,28
P1011,0,0,1,3,5,4,6,1,2,3,1,5,6,2,4,7,4,4,1,5,3,7,0,1,0,0,0,0,0,0,0,5,6,1,3,2,4,7,28
P1024,1,0,1,3,2,6,5,7,1,5,3,2,6,7,1,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,6,2,1,7,4,3,5,28
P1040,1,0,1,3,5,6,7,2,1,5,6,7,3,1,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,2,3,4,28
P1042,1,0,1,3,1,6,2,5,7,3,1,5,7,6,2,7,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,2,4,1,7,5,3,6,28
P1064,1,0,1,3,2,1,7,6,5,5,2,1,6,7,3,3,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,2,1,7,6,5,4,28
P1080,1,0,1,3,7,6,5,2,1,7,3,5,1,2,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,4,3,2,28
P1084,1,0,1,3,5,2,4,6,1,3,4,2,5,6,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,3,1,4,2,5,7,28
P1089,1,0,1,3,6,5,2,7,1,4,3,6,5,7,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,6,4,1,7,3,2,5,28
P1094,1,0,1,3,5,1,2,4,7,3,1,5,4,2,7,3,4,4,1,11,5,3,0,1,0,0,0,0,0,0,0,3,4,1,5,2,7,6,28
P1104,1,0,1,3,5,2,7,6,4,5,3,2,7,6,4,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,3,1,6,2,5,4,28
P1133,1,0,1,3,6,1,5,2,4,3,5,4,6,1,2,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,3,5,1,6,4,2,7,28
P1144,1,0,1,3,2,6,1,5,4,3,6,5,7,4,7,3,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,2,1,6,5,3,7,28
P1156,1,0,1,3,6,5,2,4,7,3,6,5,2,4,7,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,4,1,5,3,2,6,28
P1157,1,0,1,3,2,1,6,5,7,5,6,3,2,1,7,7,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,3,2,1,7,5,4,6,28
P1174,1,0,1,3,1,2,5,7,6,3,1,2,5,6,4,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,2,3,1,7,4,6,5,28
P1176,1,0,1,3,1,5,6,7,2,3,1,5,7,6,2,2,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,2,6,1,7,3,4,5,28
P1257,1,0,1,3,1,4,5,2,6,3,4,5,1,2,7,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,2,5,1,3,4,6,7,28
P1262,1,0,1,3,4,5,1,7,1,5,4,7,6,3,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,7,1,2,3,0,5,24
P1266,1,0,1,3,1,5,6,2,7,5,7,6,3,1,4,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,2,5,1,7,3,4,6,28
P1280,1,0,1,3,5,7,4,6,2,3,4,7,5,1,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,7,6,1,4,2,5,3,28
P1286,0,0,1,3,5,6,7,2,1,5,7,4,6,2,3,7,4,4,2,5,3,7,0,1,0,0,0,0,0,0,0,6,5,1,7,2,3,4,28
P1297,0,0,1,3,4,5,2,6,7,4,3,6,1,5,7,2,4,4,1,5,3,7,0,1,0,0,0,0,0,0,0,7,4,1,2,3,5,6,28
P1301,1,0,1,3,7,5,1,2,6,3,7,5,1,6,2,2,4,4,3,11,5,2,0,1,0,0,0,0,0,0,0,4,5,1,7,3,6,2,28
P1311,1,0,1,3,5,1,7,2,6,5,3,7,1,6,4,7,4,4,4,11,5,7,0,1,0,0,0,0,0,0,0,3,5,1,7,2,6,4,28
P1313,1,0,1,3,3,3,3,3,3,3,5,7,1,6,2,7,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,13
P1314,1,0,1,3,6,5,7,1,2,3,6,5,7,1,4,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,6,1,7,3,2,4,28
P1319,0,0,1,3,5,2,1,6,7,3,5,2,1,6,7,7,4,4,1,5,3,7,0,1,0,0,0,0,0,0,0,4,3,1,7,2,5,6,28
P1321,1,0,1,3,4,5,6,1,7,4,7,1,6,5,3,5,4,4,4,11,5,2,0,1,0,0,0,0,0,0,0,5,7,1,2,3,4,6,28
P1330,1,0,1,3,7,2,5,6,4,3,7,4,2,6,5,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,3,1,6,4,5,2,28
P1335,1,0,1,3,2,1,6,5,7,4,5,3,1,7,6,7,4,4,3,11,5,2,0,1,0,0,0,0,0,0,0,3,2,1,7,5,4,6,28
P1341,1,0,1,3,5,7,1,6,2,4,5,7,1,6,3,3,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,4,6,1,7,2,5,3,28
P1360,1,0,1,3,6,1,5,2,4,3,1,7,1,6,5,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,3,5,1,6,4,2,7,28
P1376,1,0,1,3,6,1,5,4,2,4,5,3,6,2,1,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,6,1,5,4,2,7,28
P1409,1,0,1,3,5,1,7,2,6,3,5,1,7,2,6,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,5,1,7,2,6,4,28
P1435,0,0,1,3,5,6,2,1,4,3,5,1,2,7,6,2,4,4,2,5,3,2,0,1,0,0,0,0,0,0,0,5,4,1,6,2,3,7,28
P1443,1,0,1,3,5,7,2,4,6,3,7,4,2,5,6,3,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,7,4,1,5,2,6,3,28
P1453,0,0,1,3,1,4,2,5,2,3,1,5,2,4,6,2,4,4,1,5,3,2,0,1,0,0,0,0,0,0,0,2,6,1,3,5,7,0,24
P1455,1,0,1,3,5,4,7,1,6,3,5,7,6,1,2,6,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,7,1,3,2,6,4,28
P1456,1,0,1,3,6,2,1,5,7,4,6,5,3,7,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,3,1,7,5,2,6,28
P1462,1,0,1,3,6,7,5,1,2,4,6,3,2,5,1,2,4,4,3,11,5,2,0,1,0,0,0,0,0,0,0,5,6,1,7,4,2,3,28
P1477,1,0,1,3,7,4,5,2,1,4,7,1,3,6,5,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,3,4,7,2,28
P1483,1,0,1,3,1,5,2,7,6,4,6,2,5,1,7,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,4,1,7,3,6,5,28
P1491,1,0,1,3,1,7,5,2,4,3,4,5,7,6,1,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,2,5,1,6,4,7,3,28
P1501,1,0,1,3,5,2,6,1,7,3,6,1,5,7,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,3,1,7,2,4,6,28
P1503,1,0,1,3,5,7,2,1,6,3,7,1,5,2,6,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,5,4,1,7,2,6,3,28
P1504,1,0,1,3,5,7,2,1,6,4,5,7,3,6,1,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,5,4,1,7,2,6,3,28
P1506,1,0,1,3,1,2,5,7,6,4,5,7,1,6,3,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,3,1,7,4,6,5,28
P1525,0,0,1,3,5,1,5,6,2,3,5,1,7,4,6,2,4,4,2,5,3,2,0,1,0,0,0,0,0,0,0,3,6,1,7,4,5,0,26
P1527,1,0,1,3,5,6,7,2,1,5,7,3,1,2,4,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,2,3,4,28
P1537,1,0,1,3,1,2,6,7,5,5,2,6,4,7,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,2,3,1,7,6,4,5,28
P1551,1,0,1,3,5,6,7,4,1,4,5,3,7,6,1,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,6,7,1,5,2,3,4,28
P1565,1,0,1,3,2,5,6,1,7,3,5,2,6,7,4,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,5,2,1,7,3,4,6,28
P1585,0,0,1,3,6,2,1,5,7,5,4,6,7,2,3,2,4,4,1,5,3,7,0,1,0,0,0,0,0,0,0,4,3,1,7,5,2,6,28
P1606,1,0,1,3,2,4,7,6,5,7,4,6,2,5,1,7,4,4,4,11,5,7,0,1,0,0,0,0,0,0,0,7,2,1,3,6,5,4,28
P1607,1,0,1,3,5,4,6,2,4,3,5,2,6,7,4,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,5,1,6,2,4,0,25
P1625,1,0,1,3,6,1,7,4,5,5,6,1,7,4,3,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,7,1,5,6,2,4,28
P1629,1,0,1,3,1,5,7,2,6,4,5,3,7,2,6,6,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,5,1,7,3,6,4,28
P1630,1,0,1,3,1,5,6,2,7,5,4,7,6,3,2,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,2,5,1,7,3,4,6,28
P1640,0,0,1,3,5,2,1,6,7,5,7,4,3,1,6,2,4,4,2,5,3,7,0,1,0,0,0,0,0,0,0,4,3,1,7,2,5,6,28
P1650,1,0,1,3,5,2,1,7,4,3,2,5,1,5,4,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,3,1,6,2,7,5,28
P1663,1,0,1,3,5,2,7,6,1,5,6,7,2,3,1,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,6,3,1,7,2,5,4,28
P1671,1,0,1,3,6,5,1,2,7,1,5,4,6,3,2,7,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,4,5,1,7,3,2,6,28
P1673,1,0,1,3,1,2,5,7,4,3,1,2,6,7,4,2,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,2,3,1,6,4,7,5,28
P1674,1,0,1,3,1,5,6,7,2,3,1,6,5,7,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,2,6,1,7,3,4,5,28
P1685,1,0,1,3,5,1,7,6,2,4,3,5,7,1,6,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,6,1,7,2,5,4,28
P1694,1,0,1,3,5,7,1,4,6,3,7,5,4,1,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,4,7,1,5,2,6,3,28
P1699,1,0,1,3,7,2,5,6,4,7,5,4,3,6,2,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,3,1,6,4,5,2,28
P1702,0,0,1,3,5,2,1,7,6,3,5,1,7,6,2,7,4,4,2,1,3,7,0,1,0,0,0,0,0,0,0,4,3,1,7,2,6,5,28
P1249,1,0,1,3,1,5,7,6,2,5,7,4,3,2,6,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,6,1,7,3,5,4,28
P946,1,0,1,3,5,4,7,1,6,4,5,7,3,6,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,7,1,3,2,6,4,28
P1346,1,0,1,3,2,1,5,7,6,7,5,4,1,3,6,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,3,2,1,7,4,6,5,28
P39,1,1,#NULL!,3,5,4,2,1,7,8,8,8,8,8,8,3,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,5,4,1,3,2,7,6,28
P160,1,1,#NULL!,3,6,7,2,1,4,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,5,4,1,6,7,2,3,28
P198,1,1,#NULL!,3,5,1,4,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,6,1,4,2,7,5,28
P337,1,1,#NULL!,3,5,1,7,2,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,5,1,7,2,6,4,28
P1352,1,1,#NULL!,3,5,2,7,6,4,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,7,3,1,6,2,5,4,28
P1366,1,1,#NULL!,3,1,5,2,6,7,8,8,8,8,8,8,7,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,2,4,1,7,3,5,6,28
P1603,1,1,#NULL!,3,1,5,4,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,6,1,4,3,7,5,28
P171,1,0,0,3,7,5,6,2,1,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,6,5,1,7,3,4,2,28
P1351,1,0,0,3,5,7,6,2,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,5,1,7,2,4,3,28
P208,1,0,1,3,1,7,5,4,6,5,7,4,1,6,3,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,2,7,1,5,4,6,3,28
P262,1,0,1,3,1,5,4,7,6,4,7,5,6,3,1,7,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,2,7,1,4,3,6,5,28
P309,1,0,1,3,5,7,6,1,2,3,7,5,6,1,2,4,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,5,6,1,7,2,4,3,28
P326,1,0,1,3,3,5,7,6,2,3,5,7,4,2,6,1,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,6,2,0,3,5,4,27
P414,1,0,1,3,5,1,6,7,2,3,4,1,5,6,7,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,3,6,1,7,2,4,5,28
P570,0,0,1,3,6,5,7,2,1,6,1,5,7,2,3,2,4,4,2,5,3,3,0,1,0,0,0,0,0,0,0,6,5,1,7,3,2,4,28
P608,1,0,1,3,5,1,7,6,2,4,5,7,1,6,3,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,6,1,7,2,5,4,28
P840,1,0,1,3,5,7,1,4,2,3,5,4,7,1,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,4,6,1,5,2,7,3,28
P900,0,0,1,3,5,2,6,7,1,3,6,2,5,7,1,3,4,4,2,9,1,7,0,1,0,0,0,0,0,0,0,6,3,1,7,2,4,5,28
P1065,1,0,1,3,1,7,5,6,2,4,5,7,1,3,6,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,2,6,1,7,4,5,3,28
P1090,1,0,1,3,1,5,4,2,7,7,5,4,6,1,3,7,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,2,5,1,4,3,7,6,28
P1327,1,0,1,3,5,6,7,2,1,6,5,7,4,3,2,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,6,5,1,7,2,3,4,28
P1446,1,0,1,3,7,6,5,4,2,7,6,4,3,5,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,6,1,5,4,3,2,28
P430,1,1,#NULL!,3,4,5,6,7,1,8,8,8,8,8,8,7,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,6,7,1,2,3,4,5,28
P791,1,1,#NULL!,3,4,1,7,2,5,8,8,8,8,8,8,3,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,5,1,2,6,7,4,28
P170,1,0,1,3,4,1,5,7,2,5,1,3,4,6,7,3,4,4,4,11,5,7,0,1,0,0,0,0,0,0,0,3,6,1,2,4,7,5,28
P270,1,0,1,3,6,5,7,2,1,5,3,4,7,7,6,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,6,5,1,7,3,2,4,28
P591,1,1,#NULL!,3,7,5,2,4,7,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,7,4,1,5,3,0,6,26
P580,1,1,#NULL!,3,6,5,1,7,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,4,6,1,7,3,2,5,28
P1608,1,1,#NULL!,3,5,6,1,2,7,8,8,8,8,8,8,2,4,4,3,11,5,8,0,1,0,0,0,0,0,0,0,4,5,1,7,2,3,6,28
P1226,1,0,1,3,5,6,1,2,4,3,5,6,1,2,4,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,5,1,6,2,3,7,28
P779,0,0,0,3,2,5,7,5,1,8,8,8,8,8,8,2,4,4,4,5,3,8,0,1,0,0,0,0,0,0,0,6,2,1,7,5,0,4,25
P1058,1,1,#NULL!,3,2,6,5,1,4,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,5,2,1,6,4,3,7,28
P1186,1,1,#NULL!,3,6,5,4,7,1,8,8,8,8,8,8,3,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,7,1,4,3,2,5,28
P323,1,0,1,3,7,1,2,5,6,4,6,5,7,1,6,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,4,1,7,5,6,2,28
P435,1,0,1,3,5,7,4,1,6,5,3,7,4,1,5,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,5,7,1,4,2,6,3,28
P823,1,0,1,3,6,2,4,1,5,4,5,7,1,6,3,4,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,3,1,4,6,2,7,28
P1023,0,0,1,3,2,1,5,7,6,4,5,7,1,3,2,2,4,4,2,5,3,7,0,1,0,0,0,0,0,0,0,3,2,1,7,4,6,5,28
P20,1,1,#NULL!,3,5,4,7,7,1,8,8,8,8,8,8,2,4,4,4,11,5,8,0,1,0,0,0,0,0,0,0,6,7,1,3,2,0,5,24
P454,1,1,#NULL!,3,7,4,5,6,1,8,8,8,8,8,8,7,4,4,4,11,5,8,0,1,0,0,0,0,0,0,0,6,7,1,3,4,5,2,28
P1048,1,1,#NULL!,3,5,7,6,1,2,8,8,8,8,8,8,7,4,4,4,11,5,8,0,1,0,0,0,0,0,0,0,5,6,1,7,2,4,3,28
P35,1,0,1,3,4,5,5,6,3,4,5,7,2,3,6,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,7,0,6,2,4,5,0,24
P984,1,0,1,3,5,4,7,1,6,3,5,4,7,1,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,7,1,3,2,6,4,28
P1252,1,1,#NULL!,3,6,5,2,1,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,5,4,1,7,3,2,6,28
P548,1,0,1,3,5,1,7,6,7,3,5,6,7,7,2,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,3,7,1,0,2,5,6,24
P941,0,0,1,3,5,7,6,1,4,5,3,1,4,7,6,2,4,4,1,5,3,7,0,1,0,0,0,0,0,0,0,5,7,1,6,2,4,3,28
P1083,1,0,1,3,5,2,1,6,4,3,5,6,1,4,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,3,1,6,2,5,7,28
P29,1,1,#NULL!,3,4,5,7,2,6,8,8,8,8,8,8,4,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,7,5,1,2,3,6,4,28
P79,1,1,#NULL!,3,7,5,1,4,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,4,6,1,5,3,7,2,28
P1030,1,1,#NULL!,3,1,5,2,4,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,2,4,1,5,3,6,7,28
P1127,0,1,#NULL!,3,2,5,1,7,6,8,8,8,8,8,8,6,4,4,2,10,2,8,0,1,0,0,0,0,0,0,0,4,2,1,7,3,6,5,28
P1188,1,1,#NULL!,3,1,4,5,7,6,8,8,8,8,8,8,7,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,7,1,3,4,6,5,28
P1536,0,1,#NULL!,3,1,6,2,7,5,8,8,8,8,8,8,2,4,4,1,5,3,8,0,1,0,0,0,0,0,0,0,2,4,1,7,6,3,5,28
P461,1,0,0,3,1,5,4,7,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,2,6,1,4,3,7,5,28
P1509,1,0,0,3,6,7,5,1,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,5,6,1,7,4,2,3,28
P143,0,0,1,3,2,7,6,5,1,4,5,7,6,3,1,2,4,4,1,1,3,3,0,1,0,0,0,0,0,0,0,6,2,1,7,5,4,3,28
P290,1,0,1,3,6,7,1,5,2,3,1,5,7,2,6,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,4,6,1,7,5,2,3,28
P522,1,0,1,3,6,5,7,2,1,5,4,7,6,1,3,2,4,4,2,11,5,3,0,1,0,0,0,0,0,0,0,6,5,1,7,3,2,4,28
P760,1,0,1,3,6,5,7,1,4,3,5,4,6,1,2,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,5,7,1,6,3,2,4,28
P1364,1,0,1,3,5,6,2,7,1,3,5,2,7,1,6,2,4,4,3,11,5,7,0,1,0,0,0,0,0,0,0,6,4,1,7,2,3,5,28
P1419,1,0,1,3,2,6,1,5,7,3,2,6,5,7,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,4,2,1,7,5,3,6,28
P1427,1,0,1,3,1,4,6,7,5,5,7,3,6,4,1,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,2,7,1,3,6,4,5,28
P1531,1,0,1,3,5,2,1,6,7,3,5,2,1,6,7,2,4,4,2,11,5,7,0,1,0,0,0,0,0,0,0,4,3,1,7,2,5,6,28
P1589,1,0,1,3,5,7,6,4,2,5,2,4,7,6,3,2,4,4,1,11,5,2,0,1,0,0,0,0,0,0,0,7,6,1,5,2,4,3,28
P1688,1,0,1,3,2,6,5,5,4,3,2,5,1,6,7,2,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,7,2,1,6,5,3,0,24
P546,1,1,#NULL!,3,5,7,1,6,7,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,4,7,1,0,2,5,6,25
P1079,1,0,1,3,5,2,7,4,6,3,5,2,4,6,7,2,4,4,2,11,5,2,0,1,0,0,0,0,0,0,0,7,3,1,5,2,6,4,28
P680,1,0,1,3,5,1,4,2,7,5,3,1,4,2,7,7,4,4,1,11,5,7,0,1,0,0,0,0,0,0,0,3,5,1,4,2,7,6,28
P77,1,1,#NULL!,3,5,7,6,2,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,5,1,7,2,4,3,28
P118,1,1,#NULL!,3,5,4,7,1,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,5,6,1,3,2,7,4,28
P300,1,1,#NULL!,3,5,6,4,2,7,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,7,5,1,4,2,3,6,28
P386,1,1,#NULL!,3,7,2,5,6,4,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,7,3,1,6,4,5,2,28
P388,1,1,#NULL!,3,7,5,2,4,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,4,1,5,3,7,2,28
P415,1,1,#NULL!,3,6,1,5,7,4,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,3,7,1,6,4,2,5,28
P513,1,1,#NULL!,3,1,5,7,2,4,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,5,1,6,3,7,4,28
P557,1,1,#NULL!,3,2,7,5,6,4,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,7,2,1,6,4,5,3,28
P590,1,1,#NULL!,3,7,5,4,2,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,1,0,0,0,0,0,0,0,6,5,1,4,3,7,2,28
P605,1,1,#NULL!,3,1,7,5,2,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,1,0,0,0,0,0,0,0,2,5,1,7,4,6,3,28
